task,position,icl_index,token_role,layer,stable_rank,rank90,participation_ratio
word_length,icl02/label,2,last_label_token,16,8.954899098028626,69,25.426717200981106
ag_news,icl02/label,2,last_label_token,17,3.5805321442533984,39,5.996704964345318
capitalize_last_letter,icl02/label,2,last_label_token,17,6.989588335294073,60,20.104725214248504
capitalize_second_letter,icl02/label,2,last_label_token,17,8.385636373365546,64,19.91088604840476
commonsense_qa,icl02/label,2,last_label_token,17,5.36791469599036,69,11.171511454288712
country-capital,icl02/label,2,last_label_token,17,10.145787800527886,69,39.89748158541354
english-french,icl02/label,2,last_label_token,17,16.509712176229545,118,73.1973062541426
english-german,icl02/label,2,last_label_token,17,13.811089492603973,118,66.59884149874284
english-spanish,icl02/label,2,last_label_token,17,14.041884900687105,117,63.2357089599901
lowercase_last_letter,icl02/label,2,last_label_token,17,8.129470672168686,70,24.87094532632991
national_parks,icl02/label,2,last_label_token,17,10.45315534608209,54,30.521467785957114
next_capital_letter,icl02/label,2,last_label_token,17,10.650187316985408,61,29.13775150206512
next_item,icl02/label,2,last_label_token,17,7.871089088603835,66,27.033966658001827
park-country,icl02/label,2,last_label_token,17,11.561857941466616,72,39.27937435372578
person-instrument,icl02/label,2,last_label_token,17,3.1067248257767814,25,5.896776638954325
person-occupation,icl02/label,2,last_label_token,17,4.128876267602989,43,11.21969161075759
person-sport,icl02/label,2,last_label_token,17,4.438737987794353,40,9.343328625698295
present-past,icl02/label,2,last_label_token,17,19.593988253124433,88,63.75444576825308
prev_item,icl02/label,2,last_label_token,17,7.586751767224017,66,27.383983485374287
sentiment,icl02/label,2,last_label_token,17,4.10143094359008,78,11.42674707966511
singular-plural,icl02/label,2,last_label_token,17,15.107531654640956,80,52.13458256113891
antonym,icl02/label,2,last_label_token,17,27.411149578784787,119,92.44702643606603
capitalize,icl02/label,2,last_label_token,17,13.2738477042903,106,57.544952305122195
capitalize_first_letter,icl02/label,2,last_label_token,17,17.415677805148203,79,44.720714395349475
country-currency,icl02/label,2,last_label_token,17,3.7236254419287027,58,11.28937853887035
landmark-country,icl02/label,2,last_label_token,17,12.723060815921123,74,38.020071630925024
lowercase_first_letter,icl02/label,2,last_label_token,17,18.724177687133835,80,47.24710373561848
product-company,icl02/label,2,last_label_token,17,6.0762337234966886,51,16.061081252635102
synonym,icl02/label,2,last_label_token,17,25.905072983780993,121,91.85927546690525
word_length,icl02/label,2,last_label_token,17,9.420420385684709,72,26.88302689535309
ag_news,icl02/label,2,last_label_token,18,3.4472979821752348,37,5.833270702203973
capitalize_last_letter,icl02/label,2,last_label_token,18,6.867146572472742,56,19.16126149450669
capitalize_second_letter,icl02/label,2,last_label_token,18,8.222018153494485,62,18.904216831204607
commonsense_qa,icl02/label,2,last_label_token,18,5.328886193113154,66,10.783010434122643
country-capital,icl02/label,2,last_label_token,18,9.97294952548084,69,39.06434689841176
english-french,icl02/label,2,last_label_token,18,16.192161070236466,117,71.40000199581405
english-german,icl02/label,2,last_label_token,18,12.790895871812399,117,61.91114274158507
english-spanish,icl02/label,2,last_label_token,18,14.202418771771796,117,63.053849680036365
lowercase_last_letter,icl02/label,2,last_label_token,18,7.613726724475435,66,23.013366371220762
national_parks,icl02/label,2,last_label_token,18,10.329509493518609,53,30.234171711909894
next_capital_letter,icl02/label,2,last_label_token,18,11.093748131690848,57,28.880254308302856
next_item,icl02/label,2,last_label_token,18,8.19989307930745,67,27.911589666602765
park-country,icl02/label,2,last_label_token,18,11.59506260819408,71,38.61527197925689
person-instrument,icl02/label,2,last_label_token,18,3.093502922857932,25,5.866333753682799
person-occupation,icl02/label,2,last_label_token,18,4.313185883966798,43,11.769515426501728
person-sport,icl02/label,2,last_label_token,18,4.428934322047371,40,9.248396688984885
present-past,icl02/label,2,last_label_token,18,18.094733519407388,88,62.347087430491044
prev_item,icl02/label,2,last_label_token,18,7.839988561511143,66,28.11460843252663
sentiment,icl02/label,2,last_label_token,18,4.178505457989351,77,11.742310906933206
singular-plural,icl02/label,2,last_label_token,18,14.383996057570302,80,50.89176922818141
antonym,icl02/label,2,last_label_token,18,26.04863793237785,119,91.80922880175355
capitalize,icl02/label,2,last_label_token,18,13.08795915773907,106,55.817872284631186
capitalize_first_letter,icl02/label,2,last_label_token,18,17.605248293072844,78,43.71005479472528
country-currency,icl02/label,2,last_label_token,18,3.6411859408674565,57,10.890998616059374
landmark-country,icl02/label,2,last_label_token,18,12.878885165497607,73,37.697334037225474
lowercase_first_letter,icl02/label,2,last_label_token,18,18.266901055540007,79,45.019851137101874
product-company,icl02/label,2,last_label_token,18,6.053351870946851,51,16.144177291115337
synonym,icl02/label,2,last_label_token,18,24.965660826335814,121,91.14565948286312
word_length,icl02/label,2,last_label_token,18,9.237057787055734,72,26.931235508493984
ag_news,icl02/label,2,last_label_token,19,3.375290666546117,35,5.712770364229978
capitalize_last_letter,icl02/label,2,last_label_token,19,7.008164667587962,59,19.518155063351053
capitalize_second_letter,icl02/label,2,last_label_token,19,8.393246007358329,66,19.433176858872653
commonsense_qa,icl02/label,2,last_label_token,19,5.130226489528567,65,10.43810661143049
country-capital,icl02/label,2,last_label_token,19,9.840957131965292,69,38.42246447723253
english-french,icl02/label,2,last_label_token,19,15.622199740832988,116,68.67554075732511
english-german,icl02/label,2,last_label_token,19,11.99258328344559,116,57.789771750705675
english-spanish,icl02/label,2,last_label_token,19,13.919567846162915,116,61.313227780854895
lowercase_last_letter,icl02/label,2,last_label_token,19,7.4395388132495635,67,22.437520442446484
national_parks,icl02/label,2,last_label_token,19,10.375318084391353,54,30.81576301891941
next_capital_letter,icl02/label,2,last_label_token,19,11.97834639047272,60,30.0200705289108
next_item,icl02/label,2,last_label_token,19,8.558008819658141,67,28.948007547316095
park-country,icl02/label,2,last_label_token,19,11.532830578252662,71,38.38914068478589
person-instrument,icl02/label,2,last_label_token,19,3.048157829930364,25,5.777451816510452
person-occupation,icl02/label,2,last_label_token,19,4.44138755388886,44,12.219058132387966
person-sport,icl02/label,2,last_label_token,19,4.378898755551572,42,9.522093641592807
present-past,icl02/label,2,last_label_token,19,18.17063777819126,89,62.67380808118517
prev_item,icl02/label,2,last_label_token,19,8.204068247214433,67,29.267984816628424
sentiment,icl02/label,2,last_label_token,19,4.351396379779592,78,12.460332640171169
singular-plural,icl02/label,2,last_label_token,19,14.195026667632755,80,50.71372446593278
antonym,icl02/label,2,last_label_token,19,25.760322630641575,119,91.2626798911208
capitalize,icl02/label,2,last_label_token,19,13.188830856133146,106,55.02772724499074
capitalize_first_letter,icl02/label,2,last_label_token,19,18.929149616651408,82,46.41912631423206
country-currency,icl02/label,2,last_label_token,19,3.6004305975117457,57,10.732577323202612
landmark-country,icl02/label,2,last_label_token,19,13.170268038530205,74,38.41475330051142
lowercase_first_letter,icl02/label,2,last_label_token,19,18.88697166687617,81,46.75928437599312
product-company,icl02/label,2,last_label_token,19,6.142653056736651,53,16.645135863459583
synonym,icl02/label,2,last_label_token,19,24.4684613575617,121,90.2141733689441
word_length,icl02/label,2,last_label_token,19,9.512675353324576,75,28.479344019986698
ag_news,icl02/label,2,last_label_token,20,3.4356168085933865,37,5.890102098935937
capitalize_last_letter,icl02/label,2,last_label_token,20,7.255975061656967,62,20.609722616589337
capitalize_second_letter,icl02/label,2,last_label_token,20,8.510924733353601,69,20.409601906695492
commonsense_qa,icl02/label,2,last_label_token,20,5.214547743822491,68,10.917917777620012
country-capital,icl02/label,2,last_label_token,20,9.37078014138772,70,37.333038773169356
english-french,icl02/label,2,last_label_token,20,15.018096969520565,116,66.70988247689064
english-german,icl02/label,2,last_label_token,20,11.445072594776065,116,55.064582917054246
english-spanish,icl02/label,2,last_label_token,20,13.520492174067366,116,60.394668087597665
lowercase_last_letter,icl02/label,2,last_label_token,20,7.526505527013812,68,22.780185014765102
national_parks,icl02/label,2,last_label_token,20,10.71360818503129,57,31.325853021895497
next_capital_letter,icl02/label,2,last_label_token,20,13.15545620332719,63,31.557066978132127
next_item,icl02/label,2,last_label_token,20,8.649471877558563,68,29.29631116563721
park-country,icl02/label,2,last_label_token,20,11.536417138907893,72,38.99193013743446
person-instrument,icl02/label,2,last_label_token,20,3.066574433041963,26,5.9257940596142555
person-occupation,icl02/label,2,last_label_token,20,4.552852195469607,48,12.89364556525584
person-sport,icl02/label,2,last_label_token,20,4.264797836599667,42,9.263543079571434
present-past,icl02/label,2,last_label_token,20,17.790451994540753,89,62.95026896909794
prev_item,icl02/label,2,last_label_token,20,8.21593214836041,68,29.57588003111033
sentiment,icl02/label,2,last_label_token,20,4.641472484798177,79,13.494714713050216
singular-plural,icl02/label,2,last_label_token,20,14.733013991288875,81,51.77378118889692
antonym,icl02/label,2,last_label_token,20,25.975680775137153,119,92.09568837533217
capitalize,icl02/label,2,last_label_token,20,13.338492235875979,106,55.85829174009962
capitalize_first_letter,icl02/label,2,last_label_token,20,19.18430335161082,85,48.20000220907935
country-currency,icl02/label,2,last_label_token,20,3.877762715054305,60,12.156977752448052
landmark-country,icl02/label,2,last_label_token,20,13.54610777894857,76,39.657035947097505
lowercase_first_letter,icl02/label,2,last_label_token,20,19.435812612531453,83,47.84326802494775
product-company,icl02/label,2,last_label_token,20,6.246973254407583,54,17.10444173804072
synonym,icl02/label,2,last_label_token,20,23.654854201266964,121,89.91767408642254
word_length,icl02/label,2,last_label_token,20,10.144399382904494,80,31.318945527878373
ag_news,icl09/pre,9,pre_label_token,6,6.277327462470269,87,21.985216903623662
capitalize_last_letter,icl09/pre,9,pre_label_token,6,9.668176484073252,98,40.710811100957756
capitalize_second_letter,icl09/pre,9,pre_label_token,6,9.372075902945001,98,38.56127022041552
commonsense_qa,icl09/pre,9,pre_label_token,6,13.811070780450315,104,47.63131140457149
country-capital,icl09/pre,9,pre_label_token,6,12.881207528187506,93,47.80689841663873
english-french,icl09/pre,9,pre_label_token,6,14.902546491862665,115,67.06167228283904
english-german,icl09/pre,9,pre_label_token,6,15.680291618520645,114,67.54110931170571
english-spanish,icl09/pre,9,pre_label_token,6,18.16684006685406,116,72.99693959073689
lowercase_last_letter,icl09/pre,9,pre_label_token,6,13.309199151616536,100,53.253521912444334
national_parks,icl09/pre,9,pre_label_token,6,10.447682812681748,85,39.771501234505756
next_capital_letter,icl09/pre,9,pre_label_token,6,9.782085622415096,100,43.02455431376448
next_item,icl09/pre,9,pre_label_token,6,10.362420382997927,78,33.936760964420706
park-country,icl09/pre,9,pre_label_token,6,15.897739932449358,101,54.2792535921451
person-instrument,icl09/pre,9,pre_label_token,6,9.27400426926926,87,32.94922814818189
person-occupation,icl09/pre,9,pre_label_token,6,10.187900772928185,93,36.32514430123876
person-sport,icl09/pre,9,pre_label_token,6,7.96458767586356,80,29.422774899612016
present-past,icl09/pre,9,pre_label_token,6,16.83553067768996,101,62.601767534026365
prev_item,icl09/pre,9,pre_label_token,6,9.39696391603406,77,31.33020229903829
sentiment,icl09/pre,9,pre_label_token,6,8.656178117005153,89,32.07613183658347
singular-plural,icl09/pre,9,pre_label_token,6,15.943152352935263,93,55.54755343109607
antonym,icl09/pre,9,pre_label_token,6,18.567558539759666,113,68.49822156486692
capitalize,icl09/pre,9,pre_label_token,6,10.312743883923899,106,44.558194954760715
capitalize_first_letter,icl09/pre,9,pre_label_token,6,10.011144792690434,101,44.35308815449129
country-currency,icl09/pre,9,pre_label_token,6,13.99195513130251,88,45.17334972243214
landmark-country,icl09/pre,9,pre_label_token,6,10.223017415811025,102,44.554092280962905
lowercase_first_letter,icl09/pre,9,pre_label_token,6,15.228246991704182,103,56.41404255981038
product-company,icl09/pre,9,pre_label_token,6,10.930102086574633,89,40.94611274057712
synonym,icl09/pre,9,pre_label_token,6,18.649093189759917,115,69.86199725386696
word_length,icl09/pre,9,pre_label_token,6,7.580169989470703,96,33.279891018974396
ag_news,icl09/pre,9,pre_label_token,7,6.1991451566692835,91,23.19502322669711
capitalize_last_letter,icl09/pre,9,pre_label_token,7,9.881920481425404,101,42.29091355772514
capitalize_second_letter,icl09/pre,9,pre_label_token,7,10.313448888747779,99,41.80912373033627
commonsense_qa,icl09/pre,9,pre_label_token,7,17.08081990432638,107,55.07605814087253
country-capital,icl09/pre,9,pre_label_token,7,15.270558857859477,92,53.22567797227494
english-french,icl09/pre,9,pre_label_token,7,17.690389291268275,115,74.47790700957444
english-german,icl09/pre,9,pre_label_token,7,18.280896056397953,114,72.35441059708378
english-spanish,icl09/pre,9,pre_label_token,7,21.153791783824026,115,77.51698774274767
lowercase_last_letter,icl09/pre,9,pre_label_token,7,15.085885078390051,102,55.73586692183179
national_parks,icl09/pre,9,pre_label_token,7,12.514885476363814,90,46.04515310380114
next_capital_letter,icl09/pre,9,pre_label_token,7,10.253528909557298,101,46.253147857872605
next_item,icl09/pre,9,pre_label_token,7,11.113508235116548,81,36.703873613133304
park-country,icl09/pre,9,pre_label_token,7,18.674518130809734,102,57.86728349683391
person-instrument,icl09/pre,9,pre_label_token,7,10.145636523524953,91,36.09657608723736
person-occupation,icl09/pre,9,pre_label_token,7,9.843901105014382,96,37.85864363009929
person-sport,icl09/pre,9,pre_label_token,7,9.00735640466699,85,32.811565455559624
present-past,icl09/pre,9,pre_label_token,7,16.61223930282661,100,64.04303562658042
prev_item,icl09/pre,9,pre_label_token,7,9.62349313888559,81,32.819166089372715
sentiment,icl09/pre,9,pre_label_token,7,10.8649187927722,95,39.787665643947456
singular-plural,icl09/pre,9,pre_label_token,7,20.348345285164655,93,60.29103052059762
antonym,icl09/pre,9,pre_label_token,7,18.692652452378525,111,69.77391819779707
capitalize,icl09/pre,9,pre_label_token,7,11.680153981903299,106,50.549860416451224
capitalize_first_letter,icl09/pre,9,pre_label_token,7,10.637261702886484,102,47.5931789755664
country-currency,icl09/pre,9,pre_label_token,7,17.070096378211012,89,51.165290632445
landmark-country,icl09/pre,9,pre_label_token,7,11.64695645688511,103,50.08321948005127
lowercase_first_letter,icl09/pre,9,pre_label_token,7,18.300045367126543,104,60.25191190670954
product-company,icl09/pre,9,pre_label_token,7,12.824284749990454,92,45.03598887014011
synonym,icl09/pre,9,pre_label_token,7,17.69581073000072,113,70.19765926031684
word_length,icl09/pre,9,pre_label_token,7,7.129638452062516,97,31.47443390512231
ag_news,icl09/pre,9,pre_label_token,8,6.373557976058984,92,23.612403882937393
capitalize_last_letter,icl09/pre,9,pre_label_token,8,10.394530290152792,100,42.87903115578143
capitalize_second_letter,icl09/pre,9,pre_label_token,8,10.73337961653619,99,43.001324466033466
commonsense_qa,icl09/pre,9,pre_label_token,8,15.420215478522687,104,49.447755778028835
country-capital,icl09/pre,9,pre_label_token,8,17.3797231340145,94,56.64794556563114
english-french,icl09/pre,9,pre_label_token,8,16.405734414903286,114,70.02723773126802
english-german,icl09/pre,9,pre_label_token,8,17.28177817292987,113,67.92230857837946
english-spanish,icl09/pre,9,pre_label_token,8,18.838499897342047,114,71.75964748448388
lowercase_last_letter,icl09/pre,9,pre_label_token,8,13.729539753057265,103,54.272203115447105
national_parks,icl09/pre,9,pre_label_token,8,12.865191123462964,90,46.08621585300102
next_capital_letter,icl09/pre,9,pre_label_token,8,10.332141626625361,101,46.190686147865456
next_item,icl09/pre,9,pre_label_token,8,11.33109035308534,85,38.249194647386894
park-country,icl09/pre,9,pre_label_token,8,18.62045699332243,102,58.686424085559004
person-instrument,icl09/pre,9,pre_label_token,8,9.701831144232,87,31.700639591922346
person-occupation,icl09/pre,9,pre_label_token,8,8.655021140847895,94,34.377521607804056
person-sport,icl09/pre,9,pre_label_token,8,9.68676605636465,83,31.91179133542159
present-past,icl09/pre,9,pre_label_token,8,15.48585530992806,101,61.895242426175344
prev_item,icl09/pre,9,pre_label_token,8,9.877276147077493,84,35.01333247774653
sentiment,icl09/pre,9,pre_label_token,8,12.102119236625498,95,41.13312825962149
singular-plural,icl09/pre,9,pre_label_token,8,20.54826675365369,94,61.833338739074335
antonym,icl09/pre,9,pre_label_token,8,19.030045157894328,111,67.6893847692608
capitalize,icl09/pre,9,pre_label_token,8,10.602942400104974,105,45.07293919371053
capitalize_first_letter,icl09/pre,9,pre_label_token,8,10.568316674218222,102,46.30910047112502
country-currency,icl09/pre,9,pre_label_token,8,18.89746674218643,91,54.662961735033235
landmark-country,icl09/pre,9,pre_label_token,8,11.488383303250767,103,49.08173743240263
lowercase_first_letter,icl09/pre,9,pre_label_token,8,17.869782596162295,105,60.105849729856295
product-company,icl09/pre,9,pre_label_token,8,13.204902807306231,93,45.47238396868715
synonym,icl09/pre,9,pre_label_token,8,18.725448418309668,112,69.84811426258744
word_length,icl09/pre,9,pre_label_token,8,6.964208416253026,96,30.375652492107108
ag_news,icl09/pre,9,pre_label_token,9,6.740952887420218,95,25.789388318488427
capitalize_last_letter,icl09/pre,9,pre_label_token,9,11.597785793069233,100,43.142877803956665
capitalize_second_letter,icl09/pre,9,pre_label_token,9,11.58922316551455,99,44.512581263490404
commonsense_qa,icl09/pre,9,pre_label_token,9,10.858014311963375,101,41.58997537251192
country-capital,icl09/pre,9,pre_label_token,9,17.42195537517587,96,55.84972537658894
english-french,icl09/pre,9,pre_label_token,9,16.929125276934638,115,70.12209254750931
english-german,icl09/pre,9,pre_label_token,9,17.378834768026817,115,67.06538913203539
english-spanish,icl09/pre,9,pre_label_token,9,17.777223916865715,115,69.54299707803578
lowercase_last_letter,icl09/pre,9,pre_label_token,9,14.175642827917178,104,54.73293907997818
national_parks,icl09/pre,9,pre_label_token,9,14.5358732042658,94,51.44189066503641
next_capital_letter,icl09/pre,9,pre_label_token,9,11.406269026667255,101,47.15287164159635
next_item,icl09/pre,9,pre_label_token,9,12.091960759890894,89,40.39114472863142
park-country,icl09/pre,9,pre_label_token,9,17.25649013531964,105,58.3986293331337
person-instrument,icl09/pre,9,pre_label_token,9,11.533435671681719,88,34.185390216534415
person-occupation,icl09/pre,9,pre_label_token,9,9.401607078668857,95,36.932010421106725
person-sport,icl09/pre,9,pre_label_token,9,10.91239873120443,85,35.10506718695471
present-past,icl09/pre,9,pre_label_token,9,15.998035588830682,104,62.740227330189796
prev_item,icl09/pre,9,pre_label_token,9,9.871297725751445,87,35.76804096605204
sentiment,icl09/pre,9,pre_label_token,9,13.467616798587672,96,43.403819767220746
singular-plural,icl09/pre,9,pre_label_token,9,21.183217291280158,98,65.83579250013129
antonym,icl09/pre,9,pre_label_token,9,21.650848693359794,113,70.50251128760294
capitalize,icl09/pre,9,pre_label_token,9,10.214953130349864,107,44.91490866744351
capitalize_first_letter,icl09/pre,9,pre_label_token,9,11.372736912581917,103,47.699839773837674
country-currency,icl09/pre,9,pre_label_token,9,18.828238406886776,93,54.18696417015053
landmark-country,icl09/pre,9,pre_label_token,9,11.570033232500297,105,50.63315398767451
lowercase_first_letter,icl09/pre,9,pre_label_token,9,17.977064940354655,106,61.03820217178786
product-company,icl09/pre,9,pre_label_token,9,12.908002629984745,95,46.40284204036572
synonym,icl09/pre,9,pre_label_token,9,21.062978530692735,114,72.85901516311145
word_length,icl09/pre,9,pre_label_token,9,8.444585173995387,94,33.721089507351195
ag_news,icl09/pre,9,pre_label_token,10,9.027697705028865,96,30.21813335895946
capitalize_last_letter,icl09/pre,9,pre_label_token,10,11.455157631681383,99,39.94442918053507
capitalize_second_letter,icl09/pre,9,pre_label_token,10,11.260055347049311,98,41.621618448313
commonsense_qa,icl09/pre,9,pre_label_token,10,9.605408570889736,100,36.96481137048896
country-capital,icl09/pre,9,pre_label_token,10,10.542909301754827,93,42.447046083075215
english-french,icl09/pre,9,pre_label_token,10,16.80013559414567,115,66.60658694272469
english-german,icl09/pre,9,pre_label_token,10,17.76543884441643,115,67.02042689041222
english-spanish,icl09/pre,9,pre_label_token,10,17.456906583791493,114,66.95917673210937
lowercase_last_letter,icl09/pre,9,pre_label_token,10,11.550843837471705,101,46.1987181094555
national_parks,icl09/pre,9,pre_label_token,10,12.360238363800935,91,42.964835989176294
next_capital_letter,icl09/pre,9,pre_label_token,10,10.26715598222267,99,39.37914304551791
next_item,icl09/pre,9,pre_label_token,10,11.001071026036367,85,36.515149783974124
park-country,icl09/pre,9,pre_label_token,10,12.835416466007514,103,47.423148838279246
person-instrument,icl09/pre,9,pre_label_token,10,10.824380273384605,85,31.61871210049234
person-occupation,icl09/pre,9,pre_label_token,10,10.7185448518309,94,37.09070207279551
person-sport,icl09/pre,9,pre_label_token,10,9.845443270060944,84,33.320592896611565
present-past,icl09/pre,9,pre_label_token,10,16.710020742380557,103,61.39769571460128
prev_item,icl09/pre,9,pre_label_token,10,9.456833597293603,83,32.46088684214404
sentiment,icl09/pre,9,pre_label_token,10,10.826948731532887,93,36.38407741250589
singular-plural,icl09/pre,9,pre_label_token,10,19.60895902737061,95,57.95185654211853
antonym,icl09/pre,9,pre_label_token,10,18.507858419346007,110,64.93332796651806
capitalize,icl09/pre,9,pre_label_token,10,8.86349233919557,105,37.21728437291958
capitalize_first_letter,icl09/pre,9,pre_label_token,10,11.476587411558972,101,40.88590808802401
country-currency,icl09/pre,9,pre_label_token,10,13.127970293905062,92,46.73201529161872
landmark-country,icl09/pre,9,pre_label_token,10,10.766541964091216,102,43.09462429373572
lowercase_first_letter,icl09/pre,9,pre_label_token,10,12.745656622417075,104,49.99571299802404
product-company,icl09/pre,9,pre_label_token,10,11.061487570062214,93,39.65699446029562
synonym,icl09/pre,9,pre_label_token,10,17.433571300881503,113,65.14331809572863
word_length,icl09/pre,9,pre_label_token,10,10.602476722551204,95,39.39816668702722
ag_news,icl09/pre,9,pre_label_token,11,10.608655014043086,98,35.10296102002422
capitalize_last_letter,icl09/pre,9,pre_label_token,11,10.003099346515661,98,35.77177014525028
capitalize_second_letter,icl09/pre,9,pre_label_token,11,10.693359577790204,98,37.95198963335133
commonsense_qa,icl09/pre,9,pre_label_token,11,10.83571802092864,100,39.44742687124262
country-capital,icl09/pre,9,pre_label_token,11,9.606994445258008,92,38.998597407789
english-french,icl09/pre,9,pre_label_token,11,16.394173465220046,113,63.82831059199716
english-german,icl09/pre,9,pre_label_token,11,16.925242000337686,113,62.87733207222764
english-spanish,icl09/pre,9,pre_label_token,11,16.65748825475454,112,63.77074664790537
lowercase_last_letter,icl09/pre,9,pre_label_token,11,10.88779286608243,101,42.59118503047609
national_parks,icl09/pre,9,pre_label_token,11,11.790926628083612,89,37.5772646018559
next_capital_letter,icl09/pre,9,pre_label_token,11,8.21525432900971,98,32.29669470424243
next_item,icl09/pre,9,pre_label_token,11,10.113916826213815,85,33.600797513233395
park-country,icl09/pre,9,pre_label_token,11,9.328898711351517,99,35.82901353528437
person-instrument,icl09/pre,9,pre_label_token,11,9.579211247250889,87,31.72107141856232
person-occupation,icl09/pre,9,pre_label_token,11,12.253382928517711,95,38.55575830440689
person-sport,icl09/pre,9,pre_label_token,11,9.910494260009784,86,35.66917827262895
present-past,icl09/pre,9,pre_label_token,11,17.155082375912198,103,61.36982892003371
prev_item,icl09/pre,9,pre_label_token,11,8.656798992529612,83,29.35830967239975
sentiment,icl09/pre,9,pre_label_token,11,12.852966840309568,95,40.307376041474235
singular-plural,icl09/pre,9,pre_label_token,11,17.937330569039883,94,55.0668222630657
antonym,icl09/pre,9,pre_label_token,11,16.65274562842389,108,58.50963066633154
capitalize,icl09/pre,9,pre_label_token,11,9.073101566337858,104,36.41335206622333
capitalize_first_letter,icl09/pre,9,pre_label_token,11,10.55993024249881,100,37.279885450665994
country-currency,icl09/pre,9,pre_label_token,11,12.517363668691145,92,44.9021845381761
landmark-country,icl09/pre,9,pre_label_token,11,9.898856250994468,100,38.04935501212684
lowercase_first_letter,icl09/pre,9,pre_label_token,11,12.195426922058287,103,45.60168669245014
product-company,icl09/pre,9,pre_label_token,11,10.676054764296167,93,37.97400427959192
synonym,icl09/pre,9,pre_label_token,11,15.755827979191192,110,60.12313682170535
word_length,icl09/pre,9,pre_label_token,11,10.432325503610544,96,39.05796084185657
ag_news,icl09/pre,9,pre_label_token,12,12.108920699514076,101,40.215336486576305
capitalize_last_letter,icl09/pre,9,pre_label_token,12,11.531410716059725,99,40.811759158977665
capitalize_second_letter,icl09/pre,9,pre_label_token,12,11.398866496840593,99,42.87792291942819
commonsense_qa,icl09/pre,9,pre_label_token,12,12.392560709688757,102,43.92179524901848
country-capital,icl09/pre,9,pre_label_token,12,10.133910989739862,91,40.55363056598294
english-french,icl09/pre,9,pre_label_token,12,14.673127176278378,111,60.55055615283312
english-german,icl09/pre,9,pre_label_token,12,14.886793864220024,110,58.32377625610113
english-spanish,icl09/pre,9,pre_label_token,12,15.2839927948951,110,60.226255642485
lowercase_last_letter,icl09/pre,9,pre_label_token,12,13.126896097952159,100,49.54798735950006
national_parks,icl09/pre,9,pre_label_token,12,10.537443918419177,88,37.13952742755317
next_capital_letter,icl09/pre,9,pre_label_token,12,9.030329061358707,99,36.324397517830256
next_item,icl09/pre,9,pre_label_token,12,10.945252824765742,84,35.10900791194821
park-country,icl09/pre,9,pre_label_token,12,8.591599480183472,98,34.9892196686444
person-instrument,icl09/pre,9,pre_label_token,12,8.409966495053132,82,28.85625054166441
person-occupation,icl09/pre,9,pre_label_token,12,10.562982982929196,90,32.38310543452327
person-sport,icl09/pre,9,pre_label_token,12,7.857262178800599,79,25.168532568296996
present-past,icl09/pre,9,pre_label_token,12,17.982201391477457,102,62.238733453938
prev_item,icl09/pre,9,pre_label_token,12,9.769850165127517,82,32.340363674782196
sentiment,icl09/pre,9,pre_label_token,12,11.407383598674144,97,41.34010363864727
singular-plural,icl09/pre,9,pre_label_token,12,17.679515836622095,94,54.45602002124583
antonym,icl09/pre,9,pre_label_token,12,17.69706564870721,109,62.16706919789866
capitalize,icl09/pre,9,pre_label_token,12,9.288090909425415,104,38.06432150969225
capitalize_first_letter,icl09/pre,9,pre_label_token,12,12.198527807005318,99,46.43377097325374
country-currency,icl09/pre,9,pre_label_token,12,11.022687975423974,84,37.253622495565736
landmark-country,icl09/pre,9,pre_label_token,12,9.279301363831596,100,38.307096765295235
lowercase_first_letter,icl09/pre,9,pre_label_token,12,14.305017596891203,101,54.075215849676
product-company,icl09/pre,9,pre_label_token,12,10.524637587248145,94,38.30007695824972
synonym,icl09/pre,9,pre_label_token,12,15.416361039771507,109,59.735185297100024
word_length,icl09/pre,9,pre_label_token,12,10.481041879684625,96,39.937723434660526
ag_news,icl09/pre,9,pre_label_token,13,13.191084728478838,100,43.02421200588306
capitalize_last_letter,icl09/pre,9,pre_label_token,13,11.44971123045174,98,40.04261035523508
capitalize_second_letter,icl09/pre,9,pre_label_token,13,11.49488278407435,99,42.51656202490486
commonsense_qa,icl09/pre,9,pre_label_token,13,12.490024302195653,100,41.92103888092006
country-capital,icl09/pre,9,pre_label_token,13,9.170298141260192,68,27.99595388688621
english-french,icl09/pre,9,pre_label_token,13,14.733843259745264,113,61.43540111002081
english-german,icl09/pre,9,pre_label_token,13,15.022768793682204,112,59.43751883266455
english-spanish,icl09/pre,9,pre_label_token,13,15.810650061569424,112,61.78018482315804
lowercase_last_letter,icl09/pre,9,pre_label_token,13,13.317221185149016,99,49.01042272315323
national_parks,icl09/pre,9,pre_label_token,13,10.636346855718738,82,36.5932590325187
next_capital_letter,icl09/pre,9,pre_label_token,13,9.060059400824139,98,36.50457591684068
next_item,icl09/pre,9,pre_label_token,13,10.475230224435775,85,34.33570491848731
park-country,icl09/pre,9,pre_label_token,13,10.943525433137236,94,42.03140898644718
person-instrument,icl09/pre,9,pre_label_token,13,8.476269004321402,79,28.3110569648518
person-occupation,icl09/pre,9,pre_label_token,13,12.36723164195986,86,35.08211893645418
person-sport,icl09/pre,9,pre_label_token,13,8.105515517368383,77,27.40257238697339
present-past,icl09/pre,9,pre_label_token,13,17.011425798351983,103,62.47613791299761
prev_item,icl09/pre,9,pre_label_token,13,9.30566937199711,83,31.952995731360847
