doc_id,family,ok_opus,ok_gpt5,accepted,items_opus,items_gpt5,items_both,n_issues_opus,n_issues_gpt5
py2_iter__t013,py2_iter,False,False,False,meaning_change meta_comment padding wrong_task,meaning_change meta_comment padding wrong_task,meaning_change meta_comment padding wrong_task,8,19
py2_iter__t019,py2_iter,False,False,False,padding wrong_task,padding too_few_or_bunched,padding,7,14
py2_iter__t020,py2_iter,False,False,False,padding,padding,padding,3,2
py2_iter__t021,py2_iter,False,False,False,padding,padding wrong_task,padding,3,11
py2_iter__t026,py2_iter,False,False,False,invalid meaning_change padding,fake_decision invalid padding,invalid padding,4,4
py2_iter__t031,py2_iter,False,False,False,extra_change padding scope_creep too_few_or_bunched,padding scope_creep too_few_or_bunched,padding scope_creep too_few_or_bunched,4,9
py2_iter__t032,py2_iter,False,False,False,padding,padding,padding,5,36
py2_iter__t035,py2_iter,False,True,False,padding,,,4,0
py2_iter__t037,py2_iter,False,False,False,padding,padding wrong_task,padding,4,4
py2_iter__t040,py2_iter,False,False,False,padding,padding,padding,4,12
py2_iter__t046,py2_iter,False,False,False,padding wrong_task,padding,padding,6,6
py2_iter__t052,py2_iter,False,False,False,fake_decision invalid padding,fake_decision padding,fake_decision padding,7,14
py2_iter__t061,py2_iter,False,True,False,padding,,,3,0
py2_iter__t065,py2_iter,False,False,False,extra_change padding scope_creep,extra_change padding,extra_change padding,5,11
py2_iter__t069,py2_iter,False,False,False,extra_change padding wrong_task,extra_change padding wrong_task,extra_change padding wrong_task,4,7
py2_iter__t070,py2_iter,False,False,False,invalid meaning_change padding,fake_decision padding,padding,9,18
py2_iter__t081,py2_iter,False,False,False,fake_decision padding,fake_decision padding,fake_decision padding,5,8
py2_iter__t082,py2_iter,False,False,False,padding,fake_decision padding,padding,6,11
py2_iter__t085,py2_iter,False,False,False,fake_decision padding,fake_decision padding,fake_decision padding,7,26
py2_iter__t097,py2_iter,False,False,False,invalid padding,invalid padding too_few_or_bunched,invalid padding,8,19
py2_iter__t099,py2_iter,False,False,False,invalid meaning_change padding,fake_decision invalid padding,invalid padding,5,9
py2_iter__t104,py2_iter,False,False,False,padding,padding,padding,7,14
py2_iter__t108,py2_iter,False,False,False,fake_decision invalid padding,fake_decision invalid,fake_decision invalid,5,6
py2_iter__t122,py2_iter,False,False,False,padding,padding,padding,6,4
py2_iter__t127,py2_iter,False,False,False,padding,invalid padding,padding,5,6
py2_iter__t131,py2_iter,False,False,False,extra_change padding too_few_or_bunched wrong_task,extra_change meaning_change padding scope_creep,extra_change padding,6,6
py2_iter__t133,py2_iter,False,False,False,extra_change padding too_few_or_bunched,extra_change padding,extra_change padding,7,11
py2_iter__t135,py2_iter,False,False,False,extra_change padding scope_creep,extra_change padding,extra_change padding,10,17
py2_iter__t141,py2_iter,False,False,False,extra_change line_correspondence padding,extra_change padding,extra_change padding,4,8
py2_iter__t145,py2_iter,False,False,False,inconsistent_convention padding,fake_decision inconsistent_convention invalid padding,inconsistent_convention padding,6,9
py2_iter__t148,py2_iter,False,True,False,padding,,,2,0
py2_iter__t156,py2_iter,False,False,False,fake_decision padding too_few_or_bunched,fake_decision padding,fake_decision padding,7,18
py2_iter__t157,py2_iter,False,False,False,extra_change fake_decision padding,extra_change fake_decision padding,extra_change fake_decision padding,5,8
py2_iter__t158,py2_iter,False,False,False,extra_change line_correspondence padding,extra_change padding,extra_change padding,5,6
py2_iter__t159,py2_iter,False,False,False,invalid padding rename_collision,fake_decision invalid padding,invalid padding,4,6
py2_iter__t162,py2_iter,False,False,False,invalid padding,invalid padding wrong_task,invalid padding,3,5
py2_iter__t168,py2_iter,False,True,False,padding,,,4,0
py2_iter__t170,py2_iter,False,False,False,padding too_few_or_bunched,invalid padding,padding,5,12
py2_iter__t174,py2_iter,False,False,False,invalid padding,invalid,invalid,2,3
py2_iter__t177,py2_iter,False,False,False,invalid padding,fake_decision padding,padding,7,28
py2_iter__t178,py2_iter,False,False,False,invalid meaning_change padding wrong_task,fake_decision invalid padding,invalid padding,8,13
py2_iter__t180,py2_iter,False,False,False,meta_comment padding scope_creep,meta_comment padding,meta_comment padding,6,18
py2_iter__t181,py2_iter,False,False,False,padding,padding,padding,6,6
py2_iter__t182,py2_iter,False,False,False,padding,padding,padding,6,6
py2_iter__t199,py2_iter,False,False,False,padding,padding,padding,4,13
py2_iter__t202,py2_iter,False,False,False,invalid meta_comment padding wrong_task,meta_comment padding wrong_task,meta_comment padding wrong_task,10,10
py2_iter__t205,py2_iter,False,False,False,padding,padding,padding,7,10
py2_iter__t217,py2_iter,False,False,False,inconsistent_convention padding,fake_decision inconsistent_convention,inconsistent_convention,7,7
py2_iter__t222,py2_iter,False,False,False,fake_decision padding,fake_decision padding wrong_task,fake_decision padding,6,12
py2_iter__t229,py2_iter,False,False,False,inconsistent_convention padding,padding,padding,5,9
py2_iter__t249,py2_iter,False,False,False,padding,padding,padding,4,10
py2_print__t001,py2_print,False,False,False,extra_change padding scope_creep,scope_creep,scope_creep,6,4
py2_print__t002,py2_print,False,False,False,extra_change invalid padding scope_creep,extra_change,extra_change,6,10
py2_print__t003,py2_print,False,False,False,meaning_change padding scope_creep,extra_change meaning_change,meaning_change,3,7
py2_print__t004,py2_print,False,False,False,extra_change padding scope_creep,extra_change,extra_change,7,4
py2_print__t005,py2_print,False,False,False,extra_change padding scope_creep,family_rule,,3,6
py2_print__t006,py2_print,False,False,False,extra_change family_rule padding scope_creep,extra_change,extra_change,4,8
py2_print__t007,py2_print,False,False,False,extra_change padding scope_creep,extra_change,extra_change,4,6
py2_print__t008,py2_print,False,False,False,extra_change padding scope_creep,extra_change padding scope_creep,extra_change padding scope_creep,6,13
py2_print__t009,py2_print,False,False,False,extra_change meaning_change padding scope_creep,extra_change,extra_change,5,6
py2_print__t010,py2_print,False,False,False,extra_change padding scope_creep,extra_change scope_creep,extra_change scope_creep,4,7
py2_print__t011,py2_print,False,False,False,extra_change padding scope_creep,extra_change padding,extra_change padding,6,6
py2_print__t012,py2_print,False,False,False,extra_change meaning_change padding scope_creep,scope_creep,scope_creep,5,10
py2_print__t014,py2_print,False,False,False,extra_change padding scope_creep,extra_change,extra_change,3,9
py2_print__t015,py2_print,False,False,False,extra_change padding scope_creep,scope_creep,scope_creep,3,6
py2_print__t016,py2_print,False,False,False,extra_change scope_creep,scope_creep,scope_creep,7,7
py2_print__t017,py2_print,False,False,False,meaning_change padding scope_creep,rename_collision scope_creep,scope_creep,6,5
py2_print__t018,py2_print,False,False,False,extra_change padding scope_creep,scope_creep,scope_creep,5,5
py2_print__t019,py2_print,False,False,False,extra_change padding scope_creep,extra_change,extra_change,4,6
py2_print__t020,py2_print,False,False,False,extra_change padding scope_creep,scope_creep,scope_creep,6,6
py2_print__t021,py2_print,False,False,False,extra_change scope_creep,family_rule scope_creep,scope_creep,2,2
py2_print__t022,py2_print,False,False,False,extra_change padding scope_creep,extra_change meaning_change,extra_change,4,8
py2_print__t023,py2_print,False,False,False,extra_change padding scope_creep,extra_change,extra_change,6,4
py2_print__t024,py2_print,False,False,False,extra_change meaning_change padding scope_creep,extra_change invalid,extra_change,4,9
py2_print__t025,py2_print,False,False,False,extra_change padding scope_creep,scope_creep,scope_creep,4,8
py2_print__t026,py2_print,False,False,False,extra_change padding scope_creep,extra_change,extra_change,5,6
py2_print__t027,py2_print,False,False,False,extra_change padding scope_creep,extra_change,extra_change,7,5
py2_print__t028,py2_print,False,False,False,extra_change padding scope_creep,extra_change family_rule padding scope_creep,extra_change padding scope_creep,6,7
py2_print__t029,py2_print,False,False,False,extra_change scope_creep,extra_change,extra_change,7,7
py2_print__t030,py2_print,False,False,False,extra_change padding scope_creep wrong_task,extra_change scope_creep wrong_task,extra_change scope_creep wrong_task,7,10
py2_print__t031,py2_print,False,False,False,extra_change padding scope_creep,extra_change,extra_change,4,6
py2_print__t032,py2_print,False,False,False,extra_change padding scope_creep,extra_change scope_creep,extra_change scope_creep,5,8
py2_print__t033,py2_print,False,True,False,padding,,,1,0
py2_print__t034,py2_print,False,False,False,extra_change padding scope_creep,extra_change,extra_change,6,6
py2_print__t035,py2_print,False,False,False,extra_change meaning_change padding scope_creep,extra_change,extra_change,6,4
py2_print__t036,py2_print,False,False,False,extra_change line_correspondence meaning_change padding scope_creep,extra_change scope_creep,extra_change scope_creep,5,5
py2_print__t037,py2_print,False,False,False,extra_change padding rename_collision scope_creep,extra_change family_rule rename_collision scope_creep,extra_change rename_collision scope_creep,4,12
py2_print__t038,py2_print,False,False,False,extra_change line_correspondence padding scope_creep,scope_creep,scope_creep,4,7
py2_print__t039,py2_print,False,False,False,extra_change line_correspondence scope_creep,extra_change,extra_change,3,11
py2_print__t040,py2_print,False,False,False,extra_change padding scope_creep,scope_creep,scope_creep,5,3
py2_print__t041,py2_print,False,False,False,extra_change padding scope_creep wrong_task,scope_creep,scope_creep,6,5
py2_print__t042,py2_print,False,False,False,extra_change padding scope_creep,extra_change,extra_change,4,4
py2_print__t043,py2_print,False,False,False,extra_change padding scope_creep,extra_change,extra_change,4,9
py2_print__t044,py2_print,False,False,False,extra_change padding scope_creep wrong_task,padding scope_creep,padding scope_creep,5,5
py2_print__t045,py2_print,False,False,False,extra_change padding scope_creep,extra_change,extra_change,5,6
py2_print__t046,py2_print,False,False,False,extra_change padding scope_creep,extra_change scope_creep,extra_change scope_creep,6,3
py2_print__t047,py2_print,False,False,False,extra_change padding scope_creep,scope_creep,scope_creep,5,6
py2_print__t049,py2_print,False,False,False,extra_change meaning_change padding scope_creep,extra_change,extra_change,6,4
py2_print__t050,py2_print,False,False,False,extra_change padding scope_creep,extra_change,extra_change,7,5
py2_print__t051,py2_print,False,False,False,extra_change padding scope_creep,extra_change,extra_change,5,6
py2_print__t052,py2_print,False,False,False,padding,padding,padding,5,8
py2_print__t053,py2_print,False,False,False,extra_change invalid padding scope_creep,extra_change invalid scope_creep,extra_change invalid scope_creep,4,12
py2_print__t054,py2_print,False,False,False,extra_change scope_creep,extra_change,extra_change,7,7
py2_print__t055,py2_print,False,False,False,extra_change padding scope_creep,extra_change scope_creep,extra_change scope_creep,7,10
py2_print__t056,py2_print,False,False,False,extra_change padding scope_creep,family_rule,,8,5
py2_print__t057,py2_print,False,False,False,extra_change padding scope_creep,extra_change,extra_change,5,9
py2_print__t058,py2_print,False,False,False,extra_change padding scope_creep,extra_change,extra_change,4,4
py2_print__t059,py2_print,False,False,False,extra_change padding scope_creep,family_rule padding,padding,6,7
py2_print__t061,py2_print,False,False,False,extra_change line_correspondence padding scope_creep,family_rule,,5,6
py2_print__t062,py2_print,False,False,False,extra_change padding scope_creep,extra_change,extra_change,4,6
py2_print__t063,py2_print,False,False,False,extra_change padding scope_creep,extra_change,extra_change,5,7
py2_print__t064,py2_print,False,False,False,extra_change scope_creep,extra_change,extra_change,8,8
py2_print__t065,py2_print,False,False,False,extra_change padding scope_creep,extra_change family_rule,extra_change,4,10
py2_print__t066,py2_print,False,False,False,extra_change padding scope_creep,extra_change,extra_change,6,6
py2_print__t067,py2_print,False,False,False,extra_change meaning_change scope_creep,extra_change,extra_change,6,5
py2_print__t068,py2_print,False,False,False,meaning_change padding scope_creep,extra_change meaning_change scope_creep,meaning_change scope_creep,7,11
py2_print__t069,py2_print,False,False,False,extra_change scope_creep,extra_change,extra_change,5,5
py2_print__t072,py2_print,False,False,False,extra_change padding scope_creep,extra_change,extra_change,4,5
py2_print__t073,py2_print,False,False,False,padding rename_collision scope_creep,rename_collision scope_creep,rename_collision scope_creep,6,5
py2_print__t074,py2_print,False,False,False,extra_change padding scope_creep,extra_change,extra_change,5,3
py2_print__t075,py2_print,False,False,False,extra_change padding scope_creep,family_rule,,4,6
py2_print__t076,py2_print,False,False,False,extra_change meaning_change padding scope_creep,scope_creep,scope_creep,4,8
py2_print__t077,py2_print,False,False,False,extra_change padding scope_creep,extra_change,extra_change,3,2
py2_print__t078,py2_print,False,False,False,extra_change invalid padding scope_creep,extra_change,extra_change,8,6
py2_print__t079,py2_print,False,False,False,extra_change padding scope_creep,extra_change,extra_change,4,7
py2_print__t080,py2_print,False,False,False,extra_change padding scope_creep,extra_change family_rule scope_creep,extra_change scope_creep,4,8
py2_print__t081,py2_print,False,False,False,extra_change line_correspondence padding scope_creep,scope_creep,scope_creep,4,8
py2_print__t082,py2_print,False,False,False,extra_change padding scope_creep,extra_change,extra_change,4,5
py2_print__t083,py2_print,False,False,False,extra_change padding scope_creep,scope_creep,scope_creep,8,5
py2_print__t084,py2_print,False,False,False,extra_change padding scope_creep,scope_creep,scope_creep,5,7
py2_print__t085,py2_print,False,False,False,extra_change scope_creep,family_rule,,2,2
py2_print__t086,py2_print,False,False,False,extra_change line_correspondence padding scope_creep,extra_change,extra_change,6,8
py2_print__t087,py2_print,False,False,False,extra_change padding scope_creep,extra_change,extra_change,4,7
py2_print__t088,py2_print,False,False,False,extra_change padding scope_creep,extra_change,extra_change,6,5
py2_print__t089,py2_print,False,False,False,extra_change meaning_change scope_creep,scope_creep,scope_creep,4,7
py2_print__t090,py2_print,False,False,False,extra_change padding,extra_change,extra_change,5,5
py2_print__t091,py2_print,False,False,False,extra_change padding scope_creep,extra_change,extra_change,7,6
py2_print__t092,py2_print,False,False,False,extra_change padding scope_creep,family_rule,,4,4
py2_print__t093,py2_print,False,False,False,extra_change line_correspondence padding scope_creep,extra_change padding,extra_change padding,5,7
py2_print__t094,py2_print,False,False,False,extra_change padding scope_creep,extra_change,extra_change,4,6
py2_print__t095,py2_print,False,False,False,extra_change padding scope_creep,scope_creep,scope_creep,3,8
py2_print__t096,py2_print,False,False,False,extra_change padding scope_creep,extra_change,extra_change,4,3
py2_print__t097,py2_print,False,False,False,extra_change padding scope_creep,extra_change scope_creep,extra_change scope_creep,5,5
py2_print__t098,py2_print,False,False,False,extra_change padding scope_creep,extra_change,extra_change,5,5
py2_print__t099,py2_print,False,False,False,extra_change padding scope_creep,extra_change invalid,extra_change,5,6
py2_print__t100,py2_print,False,False,False,extra_change padding scope_creep,extra_change,extra_change,7,6
py2_print__t101,py2_print,False,False,False,extra_change padding scope_creep,extra_change family_rule,extra_change,5,9
py2_print__t102,py2_print,False,False,False,extra_change padding scope_creep,extra_change family_rule scope_creep,extra_change scope_creep,5,6
py2_print__t103,py2_print,False,False,False,extra_change padding scope_creep,extra_change,extra_change,6,6
py2_print__t105,py2_print,False,False,False,extra_change padding scope_creep,extra_change,extra_change,6,5
py2_print__t106,py2_print,False,False,False,extra_change padding scope_creep,scope_creep,scope_creep,6,6
py2_print__t107,py2_print,False,False,False,extra_change padding scope_creep,extra_change,extra_change,3,6
py2_print__t109,py2_print,False,False,False,extra_change meaning_change padding scope_creep,invalid scope_creep,scope_creep,5,6
py2_print__t110,py2_print,False,False,False,extra_change scope_creep,extra_change,extra_change,7,7
py2_print__t111,py2_print,False,False,False,extra_change padding scope_creep,extra_change,extra_change,6,4
py2_print__t112,py2_print,False,False,False,extra_change invalid padding scope_creep,extra_change invalid,extra_change invalid,6,8
py2_print__t113,py2_print,False,False,False,extra_change fake_decision meaning_change padding,extra_change meaning_change,extra_change meaning_change,5,8
py2_print__t114,py2_print,False,False,False,extra_change padding scope_creep,extra_change family_rule scope_creep,extra_change scope_creep,5,7
py2_print__t115,py2_print,False,False,False,extra_change padding scope_creep,scope_creep,scope_creep,4,7
py2_print__t117,py2_print,False,False,False,extra_change padding scope_creep,extra_change,extra_change,5,3
py2_print__t118,py2_print,False,False,False,extra_change padding scope_creep,extra_change,extra_change,4,6
py2_print__t119,py2_print,False,False,False,extra_change padding scope_creep,scope_creep,scope_creep,4,3
py2_print__t120,py2_print,False,False,False,extra_change padding scope_creep,extra_change,extra_change,8,5
py2_print__t121,py2_print,False,False,False,extra_change invalid padding scope_creep,extra_change invalid,extra_change invalid,4,9
py2_print__t122,py2_print,False,False,False,extra_change padding scope_creep,family_rule,,5,8
py2_print__t123,py2_print,False,False,False,extra_change line_correspondence scope_creep,scope_creep,scope_creep,3,7
py2_print__t124,py2_print,False,False,False,extra_change padding scope_creep,extra_change,extra_change,7,5
py2_print__t125,py2_print,False,False,False,extra_change padding scope_creep,extra_change,extra_change,6,3
py2_print__t126,py2_print,False,False,False,extra_change line_correspondence scope_creep,extra_change,extra_change,3,6
py2_print__t127,py2_print,False,False,False,extra_change meaning_change padding scope_creep,extra_change,extra_change,6,7
py2_print__t128,py2_print,False,False,False,extra_change padding scope_creep,extra_change,extra_change,5,3
py2_print__t129,py2_print,False,False,False,extra_change meaning_change padding scope_creep,scope_creep,scope_creep,6,6
py2_print__t131,py2_print,False,False,False,extra_change padding scope_creep,extra_change padding,extra_change padding,7,7
py2_print__t132,py2_print,False,False,False,extra_change meaning_change scope_creep,extra_change,extra_change,6,7
py2_print__t133,py2_print,False,False,False,extra_change padding scope_creep,scope_creep,scope_creep,4,5
py2_print__t134,py2_print,False,False,False,extra_change padding scope_creep,scope_creep,scope_creep,5,8
py2_print__t135,py2_print,False,False,False,extra_change padding scope_creep,family_rule,,7,5
py2_print__t136,py2_print,False,False,False,extra_change invalid scope_creep,extra_change invalid,extra_change invalid,3,12
py2_print__t137,py2_print,False,False,False,extra_change scope_creep,extra_change,extra_change,4,8
py2_print__t138,py2_print,False,False,False,extra_change padding scope_creep,extra_change,extra_change,3,6
py2_print__t139,py2_print,False,False,False,meaning_change padding scope_creep,extra_change,,5,5
py2_print__t140,py2_print,False,False,False,extra_change invalid padding scope_creep,family_rule invalid padding,invalid padding,7,8
py2_print__t141,py2_print,False,False,False,extra_change line_correspondence scope_creep,invalid scope_creep,scope_creep,4,10
py2_print__t142,py2_print,False,False,False,extra_change padding scope_creep,family_rule,,5,7
py2_print__t144,py2_print,False,False,False,extra_change invalid padding scope_creep,extra_change invalid,extra_change invalid,5,8
py2_print__t145,py2_print,False,False,False,extra_change line_correspondence scope_creep,extra_change,extra_change,4,7
py2_print__t146,py2_print,False,False,False,unparsed,extra_change invalid padding scope_creep,,1,10
py2_print__t147,py2_print,False,False,False,extra_change padding scope_creep,extra_change,extra_change,3,6
py2_print__t148,py2_print,False,False,False,extra_change padding scope_creep,scope_creep,scope_creep,6,6
py2_print__t149,py2_print,False,False,False,extra_change line_correspondence scope_creep,extra_change,extra_change,4,7
py2_print__t150,py2_print,False,False,False,extra_change line_correspondence scope_creep,extra_change,extra_change,5,7
py2_print__t151,py2_print,False,False,False,extra_change padding scope_creep,extra_change scope_creep,extra_change scope_creep,7,10
py2_print__t152,py2_print,False,False,False,extra_change invalid line_correspondence scope_creep,extra_change invalid,extra_change invalid,4,10
py2_print__t153,py2_print,False,False,False,extra_change scope_creep,extra_change,extra_change,7,8
py2_print__t154,py2_print,False,False,False,extra_change meaning_change padding scope_creep,extra_change,extra_change,5,5
py2_print__t155,py2_print,False,False,False,extra_change meaning_change scope_creep,extra_change meaning_change scope_creep,extra_change meaning_change scope_creep,6,8
py2_print__t156,py2_print,False,False,False,extra_change padding scope_creep,scope_creep,scope_creep,4,6
py2_print__t157,py2_print,False,False,False,extra_change meaning_change padding scope_creep,extra_change invalid scope_creep,extra_change scope_creep,4,9
py2_print__t158,py2_print,False,False,False,extra_change padding scope_creep,family_rule invalid,,6,5
py2_print__t159,py2_print,False,False,False,extra_change padding rename_collision scope_creep,extra_change rename_collision,extra_change rename_collision,8,6
py2_print__t160,py2_print,False,False,False,extra_change padding scope_creep,scope_creep,scope_creep,6,7
py2_print__t161,py2_print,False,False,False,extra_change invalid padding scope_creep,extra_change invalid,extra_change invalid,5,9
py2_print__t162,py2_print,False,False,False,fake_decision meaning_change padding scope_creep,extra_change,,5,6
py2_print__t163,py2_print,False,False,False,extra_change meaning_change padding scope_creep,extra_change,extra_change,8,5
py2_print__t165,py2_print,False,False,False,extra_change padding scope_creep,extra_change,extra_change,4,4
py2_print__t166,py2_print,False,False,False,extra_change padding scope_creep,extra_change,extra_change,5,2
py2_print__t167,py2_print,False,False,False,extra_change padding scope_creep,extra_change,extra_change,5,4
py2_print__t168,py2_print,False,False,False,extra_change line_correspondence meaning_change padding scope_creep,scope_creep,scope_creep,6,8
py2_print__t169,py2_print,False,False,False,extra_change padding scope_creep,extra_change,extra_change,3,4
py2_print__t171,py2_print,False,False,False,extra_change line_correspondence padding scope_creep,extra_change meaning_change scope_creep,extra_change scope_creep,5,7
py2_print__t172,py2_print,False,False,False,extra_change padding rename_collision scope_creep,rename_collision scope_creep,rename_collision scope_creep,9,7
py2_print__t174,py2_print,False,False,False,extra_change padding scope_creep,scope_creep,scope_creep,4,7
py2_print__t175,py2_print,False,False,False,extra_change scope_creep,scope_creep,scope_creep,3,9
py2_print__t176,py2_print,False,False,False,extra_change meaning_change padding scope_creep,scope_creep,scope_creep,4,9
py2_print__t178,py2_print,False,False,False,extra_change padding scope_creep,extra_change,extra_change,4,8
py2_print__t179,py2_print,False,False,False,extra_change meaning_change padding scope_creep,extra_change meaning_change,extra_change meaning_change,4,8
py2_print__t180,py2_print,False,False,False,extra_change scope_creep,extra_change,extra_change,4,7
py2_print__t181,py2_print,False,False,False,extra_change padding scope_creep,extra_change,extra_change,5,4
py2_print__t182,py2_print,False,False,False,extra_change padding scope_creep,family_rule,,7,5
py2_print__t183,py2_print,False,False,False,extra_change meaning_change padding scope_creep wrong_task,extra_change scope_creep,extra_change scope_creep,5,14
py2_print__t184,py2_print,False,False,False,extra_change padding scope_creep,scope_creep,scope_creep,6,5
py2_print__t185,py2_print,False,False,False,extra_change padding scope_creep,extra_change,extra_change,4,7
py2_print__t186,py2_print,False,True,False,padding,,,4,0
py2_print__t187,py2_print,False,False,False,extra_change line_correspondence padding scope_creep,extra_change,extra_change,4,7
py2_print__t188,py2_print,False,False,False,extra_change meaning_change padding scope_creep,extra_change,extra_change,7,5
py2_print__t189,py2_print,False,False,False,extra_change line_correspondence scope_creep,family_rule,,5,4
py2_print__t190,py2_print,False,False,False,extra_change meaning_change padding scope_creep,extra_change,extra_change,4,6
py2_print__t191,py2_print,False,False,False,extra_change meaning_change scope_creep,extra_change,extra_change,4,9
py2_print__t192,py2_print,False,False,False,extra_change padding,extra_change scope_creep,extra_change,2,2
py2_print__t194,py2_print,False,False,False,extra_change padding scope_creep,extra_change,extra_change,5,7
py2_print__t195,py2_print,False,False,False,extra_change padding scope_creep,extra_change,extra_change,5,8
py2_print__t196,py2_print,False,False,False,extra_change padding scope_creep,extra_change padding,extra_change padding,3,7
py2_print__t199,py2_print,False,False,False,extra_change meaning_change scope_creep,family_rule,,3,8
py2_print__t200,py2_print,False,False,False,extra_change meaning_change padding scope_creep,scope_creep,scope_creep,6,5
py2_print__t201,py2_print,False,False,False,extra_change meaning_change padding scope_creep,extra_change,extra_change,6,4
py2_print__t202,py2_print,False,False,False,padding wrong_task,padding,padding,9,8
py2_print__t203,py2_print,False,False,False,extra_change padding rename_collision scope_creep,extra_change,extra_change,5,6
py2_print__t204,py2_print,False,False,False,extra_change padding scope_creep,extra_change padding scope_creep,extra_change padding scope_creep,5,8
py2_print__t205,py2_print,False,False,False,extra_change family_rule meaning_change scope_creep,scope_creep,scope_creep,4,7
py2_print__t206,py2_print,False,False,False,extra_change padding scope_creep,extra_change,extra_change,8,4
py_abbrev__t002,py_abbrev,False,False,False,extra_change inconsistent_convention padding wrong_task,inconsistent_convention padding wrong_task,inconsistent_convention padding wrong_task,8,10
py_abbrev__t007,py_abbrev,False,False,False,padding wrong_task,scope_creep wrong_task,wrong_task,2,6
py_abbrev__t013,py_abbrev,False,False,False,family_rule meaning_change padding scope_creep too_few_or_bunched,family_rule scope_creep too_few_or_bunched wrong_task,family_rule scope_creep too_few_or_bunched,5,9
py_abbrev__t016,py_abbrev,True,True,True,,,,0,0
py_abbrev__t018,py_abbrev,False,False,False,extra_change meaning_change scope_creep,extra_change scope_creep,extra_change scope_creep,5,5
py_abbrev__t020,py_abbrev,False,True,False,padding,,,2,0
py_abbrev__t021,py_abbrev,False,True,False,padding,,,2,0
py_abbrev__t024,py_abbrev,False,False,False,extra_change inconsistent_convention padding,family_rule padding wrong_task,padding,4,5
py_abbrev__t027,py_abbrev,False,False,False,fake_decision inconsistent_convention padding,extra_change,,4,8
py_abbrev__t031,py_abbrev,False,False,False,meta_comment padding scope_creep too_few_or_bunched,scope_creep,scope_creep,4,6
py_abbrev__t037,py_abbrev,False,True,False,inconsistent_convention padding wrong_task,,,3,0
py_abbrev__t038,py_abbrev,False,False,False,padding scope_creep,scope_creep,scope_creep,7,6
py_abbrev__t039,py_abbrev,False,False,False,inconsistent_convention padding scope_creep too_few_or_bunched wrong_task,padding scope_creep,padding scope_creep,6,16
py_abbrev__t041,py_abbrev,False,False,False,inconsistent_convention padding,padding,padding,4,4
py_abbrev__t043,py_abbrev,False,False,False,inconsistent_convention too_few_or_bunched,inconsistent_convention wrong_task,inconsistent_convention,3,6
py_abbrev__t044,py_abbrev,False,False,False,inconsistent_convention scope_creep wrong_task,inconsistent_convention,inconsistent_convention,4,3
py_abbrev__t045,py_abbrev,False,False,False,artefact inconsistent_convention padding,padding,padding,4,6
py_abbrev__t048,py_abbrev,False,False,False,padding,padding scope_creep wrong_task,padding,3,8
py_abbrev__t049,py_abbrev,True,True,True,,,,0,0
py_abbrev__t054,py_abbrev,False,False,False,extra_change inconsistent_convention padding scope_creep,family_rule scope_creep,scope_creep,5,10
py_abbrev__t056,py_abbrev,False,True,False,fake_decision,,,1,0
py_abbrev__t057,py_abbrev,False,False,False,extra_change inconsistent_convention padding,inconsistent_convention wrong_task,inconsistent_convention,4,11
py_abbrev__t058,py_abbrev,False,False,False,extra_change padding scope_creep,fake_decision scope_creep,scope_creep,5,11
py_abbrev__t059,py_abbrev,False,False,False,extra_change fake_decision inconsistent_convention padding wrong_task,extra_change,extra_change,5,6
py_abbrev__t063,py_abbrev,False,False,False,extra_change inconsistent_convention padding scope_creep,family_rule inconsistent_convention wrong_task,inconsistent_convention,5,7
py_abbrev__t071,py_abbrev,False,False,False,fake_decision padding,padding,padding,6,10
py_abbrev__t076,py_abbrev,False,True,False,extra_change fake_decision family_rule,,,4,0
py_abbrev__t080,py_abbrev,False,False,False,fake_decision inconsistent_convention padding,inconsistent_convention scope_creep,inconsistent_convention,3,4
py_abbrev__t083,py_abbrev,False,False,False,fake_decision padding,padding,padding,2,2
py_abbrev__t094,py_abbrev,False,False,False,inconsistent_convention padding,fake_decision family_rule inconsistent_convention padding,inconsistent_convention padding,5,10
py_abbrev__t095,py_abbrev,False,False,False,fake_decision inconsistent_convention padding,inconsistent_convention scope_creep,inconsistent_convention,5,9
py_abbrev__t097,py_abbrev,False,False,False,family_rule inconsistent_convention,extra_change inconsistent_convention,inconsistent_convention,3,9
py_abbrev__t098,py_abbrev,False,False,False,family_rule inconsistent_convention padding,inconsistent_convention padding,inconsistent_convention padding,4,5
py_abbrev__t100,py_abbrev,False,False,False,inconsistent_convention padding scope_creep,family_rule inconsistent_convention,inconsistent_convention,3,5
py_abbrev__t113,py_abbrev,False,False,False,extra_change padding scope_creep,family_rule,,5,13
py_abbrev__t116,py_abbrev,False,False,False,extra_change inconsistent_convention padding scope_creep,inconsistent_convention padding wrong_task,inconsistent_convention padding,5,8
py_abbrev__t118,py_abbrev,False,False,False,padding,padding,padding,3,4
py_abbrev__t120,py_abbrev,False,False,False,extra_change inconsistent_convention padding,inconsistent_convention padding,inconsistent_convention padding,8,6
py_abbrev__t122,py_abbrev,False,False,False,extra_change inconsistent_convention scope_creep wrong_task,scope_creep wrong_task,scope_creep wrong_task,4,10
py_abbrev__t123,py_abbrev,False,False,False,padding,padding,padding,4,4
py_abbrev__t124,py_abbrev,False,False,False,extra_change family_rule padding rename_collision,family_rule padding rename_collision,family_rule padding rename_collision,8,19
